pincode,district,state_name,latitude,longitude
560095,BENGALURU URBAN,KARNATAKA,12.938454,77.619149
560096,BENGALURU URBAN,KARNATAKA,13.011426,77.535877
560097,BENGALURU URBAN,KARNATAKA,13.079368,77.559539
560098,BENGALURU URBAN,KARNATAKA,12.912984,77.515398
560099,BENGALURU URBAN,KARNATAKA,12.84014,77.69755
560100,BENGALURU URBAN,KARNATAKA,12.84007,77.663545
560102,BENGALURU URBAN,KARNATAKA,12.91411,77.637152
560103,BENGALURU URBAN,KARNATAKA,12.929917,77.675444
560104,BENGALURU URBAN,KARNATAKA,12.964979,77.538072
560105,BENGALURU URBAN,KARNATAKA,12.785555,77.645505
560107,BENGALURU URBAN,KARNATAKA,13.08936,77.485858
560108,BENGALURU URBAN,KARNATAKA,12.862436,77.564426
560109,BENGALURU URBAN,KARNATAKA,12.868412,77.538119
560110,BENGALURU URBAN,KARNATAKA,12.958211,77.47564
560111,BENGALURU URBAN,KARNATAKA,12.896311,77.559239
560112,BENGALURU URBAN,KARNATAKA,13.267672,77.55238
560113,BENGALURU URBAN,KARNATAKA,13.025073,77.659665
560114,BENGALURU URBAN,KARNATAKA,12.870465,77.626906
560115,BENGALURU URBAN,KARNATAKA,13.046926,77.545426
560116,BENGALURU URBAN,KARNATAKA,12.777672,77.509215
560117,BENGALURU RURAL,KARNATAKA,12.961138,77.824768
560300,BENGALURU URBAN,KARNATAKA,13.198944,77.704
560500,BENGALURU URBAN,KARNATAKA,12.86332,77.658309
561101,RAMANAGARA,KARNATAKA,13.136726,77.159615
561201,RAMANAGARA,KARNATAKA,12.798571,77.241429
561202,TUMAKURU,KARNATAKA,13.994825,77.100363
561203,BENGALURU RURAL,KARNATAKA,13.32456,77.499216
561204,BENGALURU RURAL,KARNATAKA,13.306923,77.392308
561205,BENGALURU RURAL,KARNATAKA,13.365044,77.601194
561206,CHIKKABALLAPURA,KARNATAKA,13.612068,77.589148
561207,CHIKKABALLAPURA,KARNATAKA,13.810471,77.844931
561208,CHIKKABALLAPURA,KARNATAKA,13.650983,77.507368
561209,CHIKKABALLAPURA,KARNATAKA,13.621161,77.768829
561210,CHIKKABALLAPURA,KARNATAKA,13.600116,77.437503
561211,CHIKKABALLAPURA,KARNATAKA,13.51052,77.594688
561212,CHIKKABALLAPURA,KARNATAKA,13.767366,77.986265
561213,CHIKKABALLAPURA,KARNATAKA,13.511914,77.493932
561228,CHIKKABALLAPURA,KARNATAKA,13.622612,77.708723
562101,CHIKKABALLAPURA,KARNATAKA,13.445902,77.745071
562102,CHIKKABALLAPURA,KARNATAKA,13.295414,77.880609
562103,CHIKKABALLAPURA,KARNATAKA,13.367066,77.775679
562104,CHIKKABALLAPURA,KARNATAKA,13.620642,77.785663
562105,CHIKKABALLAPURA,KARNATAKA,13.448004,77.89447
562106,BENGALURU URBAN,KARNATAKA,12.711889,77.714706
562107,BENGALURU URBAN,KARNATAKA,12.78345,77.764583
562108,RAMANAGARA,KARNATAKA,12.722709,77.15465
562109,RAMANAGARA,KARNATAKA,12.778919,77.413653
562110,BENGALURU RURAL,KARNATAKA,13.237267,77.65856
562111,BENGALURU RURAL,KARNATAKA,13.222746,77.257919
562112,RAMANAGARA,KARNATAKA,12.680097,77.477891
562114,BENGALURU RURAL,KARNATAKA,13.082427,77.832575
562117,RAMANAGARA,KARNATAKA,12.518308,77.402204
562119,RAMANAGARA,KARNATAKA,12.418051,77.525799
562120,RAMANAGARA,KARNATAKA,12.938357,77.211131
562121,RAMANAGARA,KARNATAKA,12.60138,77.531236
562122,BENGALURU RURAL,KARNATAKA,13.177043,77.910148
562123,BENGALURU RURAL,KARNATAKA,13.107363,77.364865
562125,BENGALURU URBAN,KARNATAKA,12.876206,77.778506
562126,RAMANAGARA,KARNATAKA,12.445718,77.334881
562127,RAMANAGARA,KARNATAKA,13.061759,77.255211
562128,RAMANAGARA,KARNATAKA,12.885278,77.293889
562129,BENGALURU RURAL,KARNATAKA,13.197094,77.802478
562130,BENGALURU RURAL,KARNATAKA,12.956389,77.434861
562131,RAMANAGARA,KARNATAKA,12.9925,77.15125
562132,BENGALURU RURAL,KARNATAKA,13.229162,77.303569
562135,BENGALURU RURAL,KARNATAKA,13.291039,77.776517
562138,RAMANAGARA,KARNATAKA,12.533761,77.206237
562149,BENGALURU URBAN,KARNATAKA,13.068241,77.644676
562157,BENGALURU URBAN,KARNATAKA,13.150079,77.668731
562159,RAMANAGARA,KARNATAKA,12.726647,77.268275
562160,RAMANAGARA,KARNATAKA,12.635861,77.175042
562161,RAMANAGARA,KARNATAKA,12.668222,77.173972
562162,BENGALURU URBAN,KARNATAKA,13.064493,77.438056
562163,BENGALURU RURAL,KARNATAKA,13.264286,77.561429
562164,BENGALURU RURAL,KARNATAKA,13.198475,77.610024
562165,BENGALURU RURAL,KARNATAKA,13.08332,77.739029
563101,KOLAR,KARNATAKA,13.139737,78.082669
563103,KOLAR,KARNATAKA,13.120366,78.206972
563113,KOLAR,KARNATAKA,12.900603,78.263605
563114,KOLAR,KARNATAKA,13.012866,78.172064
563115,KOLAR,KARNATAKA,12.98313,78.239426
563116,KOLAR,KARNATAKA,13.005758,78.384827
563117,KOLAR,KARNATAKA,12.936417,78.261361
563118,KOLAR,KARNATAKA,12.974028,78.258917
563119,KOLAR,KARNATAKA,12.925944,78.266028
563120,KOLAR,KARNATAKA,12.953414,78.22834
563121,KOLAR,KARNATAKA,12.964093,78.338254
563122,KOLAR,KARNATAKA,12.957248,78.276702
563123,CHIKKABALLAPURA,KARNATAKA,13.519709,78.135537
563124,CHIKKABALLAPURA,KARNATAKA,13.697209,78.069888
563125,CHIKKABALLAPURA,KARNATAKA,13.452712,78.057065
563126,KOLAR,KARNATAKA,13.243579,78.225862
563127,KOLAR,KARNATAKA,13.14833,78.30893
563128,CHIKKABALLAPURA,KARNATAKA,13.320374,77.987451
563129,KOLAR,KARNATAKA,12.84954,78.206115
563130,KOLAR,KARNATAKA,13.031131,77.970397
563131,KOLAR,KARNATAKA,13.198944,78.407235
563132,KOLAR,KARNATAKA,13.244365,78.475939
563133,KOLAR,KARNATAKA,13.146028,78.003009
563134,KOLAR,KARNATAKA,13.479365,78.294944
563135,KOLAR,KARNATAKA,13.404545,78.247766
563136,KOLAR,KARNATAKA,13.070313,78.438272
563137,KOLAR,KARNATAKA,12.972575,78.071859
563138,KOLAR,KARNATAKA,13.305539,78.282968
563139,KOLAR,KARNATAKA,12.868204,77.996025
563146,CHIKKABALLAPURA,KARNATAKA,13.405006,78.13526
563147,KOLAR,KARNATAKA,12.92369,78.153958
563157,KOLAR,KARNATAKA,13.219625,78.020332
563159,CHIKKABALLAPURA,KARNATAKA,13.535549,78.005473
563160,KOLAR,KARNATAKA,13.003495,77.942453
563161,KOLAR,KARNATAKA,13.463987,78.225312
563162,KOLAR,KARNATAKA,13.014663,78.212859
563163,KOLAR,KARNATAKA,13.003495,77.942453
570001,MYSURU,KARNATAKA,12.314868,76.654382
570002,MYSURU,KARNATAKA,12.327278,76.628389
570003,MYSURU,KARNATAKA,12.357889,76.644556
570004,MYSURU,KARNATAKA,12.299077,76.647576
570005,MYSURU,KARNATAKA,12.303889,76.638472
570006,MYSURU,KARNATAKA,12.313167,76.61325
570007,MYSURU,KARNATAKA,12.329694,76.66525
570008,MYSURU,KARNATAKA,12.840358,76.006262
570009,MYSURU,KARNATAKA,12.302722,76.631139
570010,MYSURU,KARNATAKA,12.306069,76.664847
570011,MYSURU,KARNATAKA,12.304472,76.680444
570012,MYSURU,KARNATAKA,12.323287,76.619653
570014,MYSURU,KARNATAKA,12.314167,76.656556
570015,MYSURU,KARNATAKA,12.337667,76.652056
570016,MYSURU,KARNATAKA,12.343042,76.623208
570017,MYSURU,KARNATAKA,12.337194,76.611694
570018,MYSURU,KARNATAKA,12.342139,76.580306
570019,MYSURU,KARNATAKA,12.314167,76.656556
570020,MYSURU,KARNATAKA,12.322028,76.637472
570022,MYSURU,KARNATAKA,12.314167,76.656556
570023,MYSURU,KARNATAKA,12.302556,76.640694
570025,MYSURU,KARNATAKA,12.283306,76.65875
570026,MYSURU,KARNATAKA,12.305583,76.598639
570027,MYSURU,KARNATAKA,12.359778,76.595528
570028,MYSURU,KARNATAKA,12.299361,76.701139
570029,MYSURU,KARNATAKA,12.314167,76.656556
570030,MYSURU,KARNATAKA,12.320639,76.603722
570031,MYSURU,KARNATAKA,12.263083,76.639111
570032,MYSURU,KARNATAKA,12.323289,76.587473
570034,MYSURU,KARNATAKA,12.270306,76.626111
571101,MYSURU,KARNATAKA,12.330533,76.8616
571102,MYSURU,KARNATAKA,12.473889,76.100528
571103,MYSURU,KARNATAKA,12.334222,76.455056
571104,MYSURU,KARNATAKA,12.428361,75.997083
571105,MYSURU,KARNATAKA,12.306111,76.291389
571106,MYSURU,KARNATAKA,12.302722,76.631139
571107,MYSURU,KARNATAKA,12.336917,76.100056
571108,MYSURU,KARNATAKA,12.435056,76.191194
571109,CHAMARAJANAGARA,KARNATAKA,11.931361,76.670222
571110,MYSURU,KARNATAKA,12.239778,76.892444
571111,CHAMARAJANAGARA,KARNATAKA,11.810083,76.691111
571114,MYSURU,KARNATAKA,12.2963,76.6345
571115,CHAMARAJANAGARA,KARNATAKA,12.043833,76.98
571116,MYSURU,KARNATAKA,11.989167,76.35025
571117,CHAMARAJANAGARA,KARNATAKA,11.959957,77.019362
571118,MYSURU,KARNATAKA,12.058814,76.698506
571119,MYSURU,KARNATAKA,12.096528,76.809
571120,MYSURU,KARNATAKA,12.240611,76.909944
571121,MYSURU,KARNATAKA,12.000167,76.396417
571122,MYSURU,KARNATAKA,12.191556,77.030722
571123,CHAMARAJANAGARA,KARNATAKA,11.813694,76.787111
571124,MYSURU,KARNATAKA,12.212944,76.897667
571125,MYSURU,KARNATAKA,12.121556,76.480222
571126,CHAMARAJANAGARA,KARNATAKA,11.745139,76.649028
571127,CHAMARAJANAGARA,KARNATAKA,11.877889,76.954778
571128,CHAMARAJANAGARA,KARNATAKA,11.939139,76.806472
571129,MYSURU,KARNATAKA,12.146222,76.766333
571130,MYSURU,KARNATAKA,12.359583,76.540917
571134,MYSURU,KARNATAKA,12.356417,76.291472
571187,MYSURU,KARNATAKA,12.562083,76.023167
571189,MYSURU,KARNATAKA,12.218483,76.345947
571201,KODAGU,KARNATAKA,12.417875,75.716122
571211,KODAGU,KARNATAKA,12.240438,75.849518
571212,KODAGU,KARNATAKA,12.237485,75.70025
571213,KODAGU,KARNATAKA,12.197901,75.940572
571214,KODAGU,KARNATAKA,12.31036,75.659395
571215,KODAGU,KARNATAKA,12.24077,75.919913
571216,KODAGU,KARNATAKA,12.121091,75.965882
571217,KODAGU,KARNATAKA,12.009295,75.999758
571218,KODAGU,KARNATAKA,12.190738,75.803431
571219,KODAGU,KARNATAKA,12.135684,76.053921
571231,KODAGU,KARNATAKA,12.793821,75.912824
571232,KODAGU,KARNATAKA,12.521116,75.968139
571234,KODAGU,KARNATAKA,12.434411,75.91859
571235,KODAGU,KARNATAKA,12.704175,75.908776
571236,KODAGU,KARNATAKA,12.614135,75.840832
571237,KODAGU,KARNATAKA,12.449163,75.842438
571247,KODAGU,KARNATAKA,12.392166,75.531237
571248,KODAGU,KARNATAKA,12.297443,75.82825
571249,KODAGU,KARNATAKA,12.059013,75.936747
571250,KODAGU,KARNATAKA,11.97286,76.023859
571251,KODAGU,KARNATAKA,12.519646,75.795415
571252,KODAGU,KARNATAKA,12.314828,75.764305
571253,KODAGU,KARNATAKA,12.305557,75.876628
571254,KODAGU,KARNATAKA,12.221102,75.996654
571301,MYSURU,KARNATAKA,12.1195,76.677264
571302,MYSURU,KARNATAKA,12.167778,76.6775
571311,MYSURU,KARNATAKA,12.193,76.666472
571312,MYSURU,KARNATAKA,12.033,76.79875
571313,CHAMARAJANAGARA,KARNATAKA,12.161389,77.110583
571314,MYSURU,KARNATAKA,12.096806,76.556778
571315,MYSURU,KARNATAKA,12.314167,76.656556
571316,CHAMARAJANAGARA,KARNATAKA,12.161389,77.110583
571320,CHAMARAJANAGARA,KARNATAKA,12.076767,77.252455
571342,CHAMARAJANAGARA,KARNATAKA,12.161389,77.110583
571401,MANDYA,KARNATAKA,12.521667,76.89
571402,MANDYA,KARNATAKA,12.535,76.9
571403,MANDYA,KARNATAKA,12.526281,76.913753
571404,MANDYA,KARNATAKA,12.547558,76.931053
571405,MANDYA,KARNATAKA,12.548654,76.807519
571415,MANDYA,KARNATAKA,12.412632,76.816877
571416,MANDYA,KARNATAKA,12.707003,76.814572
571417,MANDYA,KARNATAKA,12.258586,77.122535
571418,MANDYA,KARNATAKA,12.98,76.73
571419,MANDYA,KARNATAKA,12.63636,76.994723
571421,MANDYA,KARNATAKA,12.426745,77.228689
571422,MANDYA,KARNATAKA,12.482166,77.035631
571423,MANDYA,KARNATAKA,12.76,76.43
571424,MANDYA,KARNATAKA,12.37,76.95
571425,MANDYA,KARNATAKA,12.730084,76.958719
571426,MANDYA,KARNATAKA,12.66,76.49
571427,MANDYA,KARNATAKA,12.46,76.65
571428,MANDYA,KARNATAKA,12.59,77.05
571429,MANDYA,KARNATAKA,12.6,77.05
571430,MANDYA,KARNATAKA,12.385,77.05
571431,MANDYA,KARNATAKA,12.66,76.65
571432,MANDYA,KARNATAKA,12.82,76.76
571433,MANDYA,KARNATAKA,12.62,77.09
571434,MANDYA,KARNATAKA,12.5,76.67
571435,MANDYA,KARNATAKA,12.46,76.78
571436,MANDYA,KARNATAKA,12.81,76.58
571438,MANDYA,KARNATAKA,12.42,76.68
571439,CHAMARAJANAGARA,KARNATAKA,12.089806,77.302167
571440,CHAMARAJANAGARA,KARNATAKA,12.1615,77.11025
571441,CHAMARAJANAGARA,KARNATAKA,12.047028,77.03075
571442,CHAMARAJANAGARA,KARNATAKA,12.124917,77.074556
571443,CHAMARAJANAGARA,KARNATAKA,12.133194,77.229694
571444,CHAMARAJANAGARA,KARNATAKA,12.004111,77.393083
571445,MANDYA,KARNATAKA,12.82,76.87
571446,MANDYA,KARNATAKA,12.64,76.92
571448,MANDYA,KARNATAKA,12.96,76.73
571450,MANDYA,KARNATAKA,12.595595,76.939869
571455,MANDYA,KARNATAKA,12.54,76.6
571457,CHAMARAJANAGARA,KARNATAKA,11.877583,77.260889
571463,MANDYA,KARNATAKA,12.27,77.02
571475,MANDYA,KARNATAKA,12.399955,77.136048
571476,MANDYA,KARNATAKA,12.7,77.07
571477,MANDYA,KARNATAKA,12.38716,76.673516
571478,MANDYA,KARNATAKA,12.47,76.87
571490,CHAMARAJANAGARA,KARNATAKA,12.045861,77.78964
571601,MYSURU,KARNATAKA,12.121556,76.481194
571602,MYSURU,KARNATAKA,12.440167,76.380778
571603,MYSURU,KARNATAKA,12.537361,76.327056
571604,MYSURU,KARNATAKA,12.314167,76.656556
571605,MANDYA,KARNATAKA,12.62,76.39
571606,MANDYA,KARNATAKA,12.39,76.71
571607,MANDYA,KARNATAKA,12.41,76.58
571610,MYSURU,KARNATAKA,12.396194,76.336417
571617,MYSURU,KARNATAKA,12.504,76.292417
571802,MANDYA,KARNATAKA,12.88,76.63
571807,MANDYA,KARNATAKA,12.43,76.7
571811,MANDYA,KARNATAKA,13.02,76.74
571812,MANDYA,KARNATAKA,12.56,76.53
572101,TUMAKURU,KARNATAKA,13.079889,76.383583
572102,TUMAKURU,KARNATAKA,13.248468,76.708956
572103,TUMAKURU,KARNATAKA,13.113014,75.576306
572104,TUMAKURU,KARNATAKA,13.231778,76.890637
572105,TUMAKURU,KARNATAKA,13.277933,76.688811
572106,TUMAKURU,KARNATAKA,13.268508,76.666162
572107,TUMAKURU,KARNATAKA,13.375936,77.034622
572111,TUMAKURU,KARNATAKA,12.909256,76.719867
572112,TUMAKURU,KARNATAKA,13.595141,77.187258
572113,TUMAKURU,KARNATAKA,13.515181,77.079557
572114,TUMAKURU,KARNATAKA,13.308081,76.630988
572115,TUMAKURU,KARNATAKA,13.668907,77.191905
572116,TUMAKURU,KARNATAKA,14.045664,77.105883
572117,TUMAKURU,KARNATAKA,13.357882,76.882258
572118,TUMAKURU,KARNATAKA,13.333924,77.087461
572119,TUMAKURU,KARNATAKA,13.378577,76.675462
572120,TUMAKURU,KARNATAKA,13.091722,76.775174
572121,TUMAKURU,KARNATAKA,13.567047,77.308238
572122,TUMAKURU,KARNATAKA,13.515355,77.326853
572123,TUMAKURU,KARNATAKA,13.075077,76.915956
572124,TUMAKURU,KARNATAKA,13.669961,77.311616
572125,TUMAKURU,KARNATAKA,13.676161,77.130031
572126,TUMAKURU,KARNATAKA,12.993596,77.084799
572127,TUMAKURU,KARNATAKA,13.674746,77.147486
572128,TUMAKURU,KARNATAKA,13.4256,77.071934
572129,TUMAKURU,KARNATAKA,13.595933,77.27091
572130,TUMAKURU,KARNATAKA,13.086024,77.035225
572132,TUMAKURU,KARNATAKA,13.658459,77.214708
572133,TUMAKURU,KARNATAKA,13.831582,77.199797
572134,TUMAKURU,KARNATAKA,13.18921,76.943402
572135,TUMAKURU,KARNATAKA,13.972217,77.074154
572136,TUMAKURU,KARNATAKA,14.223162,77.370062
572137,TUMAKURU,KARNATAKA,13.681299,77.074989
572138,TUMAKURU,KARNATAKA,13.718527,76.865391
572139,TUMAKURU,KARNATAKA,13.704744,76.894902
572140,TUMAKURU,KARNATAKA,13.501274,77.105757
572141,TUMAKURU,KARNATAKA,14.290205,77.174743
572142,TUMAKURU,KARNATAKA,13.204272,76.77827
572168,TUMAKURU,KARNATAKA,13.316861,77.108639
572175,TUMAKURU,KARNATAKA,13.711694,77.317492
572201,TUMAKURU,KARNATAKA,13.158671,76.614528
572211,TUMAKURU,KARNATAKA,13.157317,76.420731
572212,TUMAKURU,KARNATAKA,13.148148,76.749576
572213,TUMAKURU,KARNATAKA,13.186228,76.876531
572214,TUMAKURU,KARNATAKA,13.354257,76.768519
572215,TUMAKURU,KARNATAKA,13.272983,76.678458
572216,TUMAKURU,KARNATAKA,13.244256,76.793396
572217,TUMAKURU,KARNATAKA,13.448447,76.439903
572218,TUMAKURU,KARNATAKA,13.401055,76.473398
572219,TUMAKURU,KARNATAKA,13.272238,76.925572
572220,TUMAKURU,KARNATAKA,13.252771,76.894878
572221,TUMAKURU,KARNATAKA,13.07103,76.846749
572222,TUMAKURU,KARNATAKA,13.264534,76.773062
572223,TUMAKURU,KARNATAKA,13.118699,76.932354
572224,TUMAKURU,KARNATAKA,13.299568,76.678731
572225,TUMAKURU,KARNATAKA,13.210666,76.666426
572226,TUMAKURU,KARNATAKA,13.270571,76.741513
572227,TUMAKURU,KARNATAKA,13.23294,76.679555
572228,TUMAKURU,KARNATAKA,13.214713,76.812062
573101,HASSAN,KARNATAKA,13.044329,75.778444
573102,HASSAN,KARNATAKA,12.751965,76.081233
573103,HASSAN,KARNATAKA,13.32369,76.264939
573111,HASSAN,KARNATAKA,13.053167,76.332507
573112,HASSAN,KARNATAKA,13.422399,76.174062
573113,HASSAN,KARNATAKA,12.731333,76.137514
573115,HASSAN,KARNATAKA,13.160902,75.825297
573116,HASSAN,KARNATAKA,12.903307,76.39057
573117,HASSAN,KARNATAKA,13.484672,76.352417
573118,HASSAN,KARNATAKA,13.077417,76.212764
573119,HASSAN,KARNATAKA,13.186157,76.345537
573120,HASSAN,KARNATAKA,12.840841,76.098147
573121,HASSAN,KARNATAKA,13.212669,76.013197
573122,HASSAN,KARNATAKA,13.257767,76.176578
573123,HASSAN,KARNATAKA,12.782108,75.750896
573124,HASSAN,KARNATAKA,12.945735,76.57484
573125,HASSAN,KARNATAKA,13.305201,76.092115
573126,HASSAN,KARNATAKA,13.414542,76.353458
573127,HASSAN,KARNATAKA,12.990625,75.793799
573128,HASSAN,KARNATAKA,12.909731,76.050201
573129,HASSAN,KARNATAKA,12.848687,75.897841
573130,HASSAN,KARNATAKA,12.627781,76.010781
573131,HASSAN,KARNATAKA,13.049734,76.465424
573133,HASSAN,KARNATAKA,12.617061,76.089
573134,HASSAN,KARNATAKA,12.906642,75.768595
573135,HASSAN,KARNATAKA,12.851586,76.494323
573136,HASSAN,KARNATAKA,12.723052,76.16494
573137,HASSAN,KARNATAKA,12.747793,75.84416
573141,HASSAN,KARNATAKA,13.047422,76.563478
573142,HASSAN,KARNATAKA,12.688035,76.065382
573144,HASSAN,KARNATAKA,13.480611,76.295411
573162,HASSAN,KARNATAKA,13.132556,76.21716
573164,HASSAN,KARNATAKA,13.080928,76.387217
573165,HASSAN,KARNATAKA,13.021384,75.678583
573201,HASSAN,KARNATAKA,13.002817,76.259303
573202,HASSAN,KARNATAKA,13.022667,76.105028
573210,HASSAN,KARNATAKA,12.741422,76.327478
573211,HASSAN,KARNATAKA,12.788123,76.246401
573212,HASSAN,KARNATAKA,12.977259,76.160006
573213,HASSAN,KARNATAKA,13.008533,75.980006
573214,HASSAN,KARNATAKA,12.943508,75.87104
573215,HASSAN,KARNATAKA,13.077438,75.876729
573216,HASSAN,KARNATAKA,13.125642,75.975403
573217,HASSAN,KARNATAKA,13.016486,76.038097
573218,HASSAN,KARNATAKA,12.915841,75.959996
573219,HASSAN,KARNATAKA,13.103657,76.100886
573220,HASSAN,KARNATAKA,12.940894,76.227283
573225,HASSAN,KARNATAKA,12.980667,76.276257
573226,HASSAN,KARNATAKA,13.011067,76.178011
574101,UDUPI,KARNATAKA,13.30343,75.019666
574102,UDUPI,KARNATAKA,13.273948,74.902494
574103,UDUPI,KARNATAKA,13.107706,74.782234
574104,UDUPI,KARNATAKA,13.213279,74.997404
574105,UDUPI,KARNATAKA,13.280078,74.759845
574106,UDUPI,KARNATAKA,13.22763,74.763231
574107,UDUPI,KARNATAKA,13.168124,75.080555
574108,UDUPI,KARNATAKA,13.366866,74.945827
574109,UDUPI,KARNATAKA,13.108242,75.165901
574110,UDUPI,KARNATAKA,13.162403,74.860692
574111,UDUPI,KARNATAKA,13.147657,74.797907
574112,UDUPI,KARNATAKA,13.128111,74.812389
574113,UDUPI,KARNATAKA,13.177885,74.81736
574114,UDUPI,KARNATAKA,13.16337,75.017934
574115,UDUPI,KARNATAKA,13.251663,74.785386
574116,UDUPI,KARNATAKA,13.226206,74.827058
574117,UDUPI,KARNATAKA,13.194508,74.763863
574118,UDUPI,KARNATAKA,13.307729,74.748084
574119,UDUPI,KARNATAKA,13.173,74.770355
574122,UDUPI,KARNATAKA,13.213429,75.089857
574129,UDUPI,KARNATAKA,13.141975,74.952403
574141,DAKSHINA KANNADA,KARNATAKA,13.089806,74.859751
574142,DAKSHINA KANNADA,KARNATAKA,12.970317,74.879368
574143,DAKSHINA KANNADA,KARNATAKA,12.876602,74.963256
574144,DAKSHINA KANNADA,KARNATAKA,12.990823,74.957444
574145,DAKSHINA KANNADA,KARNATAKA,12.928308,74.940645
574146,DAKSHINA KANNADA,KARNATAKA,13.041467,74.802926
574148,DAKSHINA KANNADA,KARNATAKA,13.044996,74.870751
574150,DAKSHINA KANNADA,KARNATAKA,13.06427,74.837195
574151,DAKSHINA KANNADA,KARNATAKA,12.963112,74.932916
574153,DAKSHINA KANNADA,KARNATAKA,12.809398,74.961823
574154,DAKSHINA KANNADA,KARNATAKA,13.09413,74.80914
574197,DAKSHINA KANNADA,KARNATAKA,13.048641,75.051467
574198,DAKSHINA KANNADA,KARNATAKA,12.891457,75.336782
574199,DAKSHINA KANNADA,KARNATAKA,12.825025,74.924998
574201,DAKSHINA KANNADA,KARNATAKA,12.756859,75.201224
574202,DAKSHINA KANNADA,KARNATAKA,12.745123,75.274216
574203,DAKSHINA KANNADA,KARNATAKA,12.770993,75.192957
574210,DAKSHINA KANNADA,KARNATAKA,12.70321,75.251723
574211,DAKSHINA KANNADA,KARNATAKA,12.914639,75.057533
574212,DAKSHINA KANNADA,KARNATAKA,12.663571,75.382088
574213,DAKSHINA KANNADA,KARNATAKA,13.262995,74.914231
574214,DAKSHINA KANNADA,KARNATAKA,13.036413,75.310337
574216,DAKSHINA KANNADA,KARNATAKA,12.942807,75.417355
574217,DAKSHINA KANNADA,KARNATAKA,12.99478,75.230699
574218,DAKSHINA KANNADA,KARNATAKA,12.606735,75.565198
574219,DAKSHINA KANNADA,KARNATAKA,12.91052,74.991107
574220,DAKSHINA KANNADA,KARNATAKA,12.793222,75.159189
574221,DAKSHINA KANNADA,KARNATAKA,12.772073,75.375985
574222,DAKSHINA KANNADA,KARNATAKA,12.82303,75.065967
574223,DAKSHINA KANNADA,KARNATAKA,12.642438,75.279114
574224,DAKSHINA KANNADA,KARNATAKA,12.952585,75.206011
574225,DAKSHINA KANNADA,KARNATAKA,13.034139,74.966583
574226,DAKSHINA KANNADA,KARNATAKA,13.096701,74.941563
574227,DAKSHINA KANNADA,KARNATAKA,13.055402,74.978076
574228,DAKSHINA KANNADA,KARNATAKA,12.963051,75.375837
574229,DAKSHINA KANNADA,KARNATAKA,12.828292,75.44761
574230,DAKSHINA KANNADA,KARNATAKA,12.78302,75.4014
574231,DAKSHINA KANNADA,KARNATAKA,12.861706,75.033335
574232,DAKSHINA KANNADA,KARNATAKA,12.673383,75.478558
574233,DAKSHINA KANNADA,KARNATAKA,12.935303,75.173635
574234,DAKSHINA KANNADA,KARNATAKA,12.501102,75.528791
574235,DAKSHINA KANNADA,KARNATAKA,12.729875,75.088605
574236,DAKSHINA KANNADA,KARNATAKA,13.089276,75.102897
574237,DAKSHINA KANNADA,KARNATAKA,13.001792,75.047394
574238,DAKSHINA KANNADA,KARNATAKA,12.669073,75.594837
574239,DAKSHINA KANNADA,KARNATAKA,12.566215,75.361684
574240,DAKSHINA KANNADA,KARNATAKA,12.987588,75.331224
574241,DAKSHINA KANNADA,KARNATAKA,12.831536,75.288425
574242,DAKSHINA KANNADA,KARNATAKA,13.031387,75.148444
574243,DAKSHINA KANNADA,KARNATAKA,12.738596,75.105508
574244,UDUPI,KARNATAKA,13.253769,74.894495
574248,DAKSHINA KANNADA,KARNATAKA,12.588883,75.464385
574253,DAKSHINA KANNADA,KARNATAKA,12.835192,75.120654
574259,DAKSHINA KANNADA,KARNATAKA,12.723804,75.11154
574260,DAKSHINA KANNADA,KARNATAKA,12.698116,75.103005
574265,DAKSHINA KANNADA,KARNATAKA,12.922621,75.121478
574267,DAKSHINA KANNADA,KARNATAKA,13.004513,74.966025
574274,DAKSHINA KANNADA,KARNATAKA,12.98719,74.978321
574279,DAKSHINA KANNADA,KARNATAKA,12.74219,75.028668
574285,DAKSHINA KANNADA,KARNATAKA,12.806393,75.190329
574313,DAKSHINA KANNADA,KARNATAKA,12.605812,75.226358
574314,DAKSHINA KANNADA,KARNATAKA,12.513901,75.44762
574323,DAKSHINA KANNADA,KARNATAKA,12.792824,75.02919
574324,DAKSHINA KANNADA,KARNATAKA,12.962259,75.092145
574325,DAKSHINA KANNADA,KARNATAKA,12.826645,75.198353
574326,DAKSHINA KANNADA,KARNATAKA,12.88379,75.235361
574327,DAKSHINA KANNADA,KARNATAKA,12.55425,75.384583
574328,DAKSHINA KANNADA,KARNATAKA,12.723077,75.398543
574509,DAKSHINA KANNADA,KARNATAKA,13.012828,74.875177
575001,DAKSHINA KANNADA,KARNATAKA,12.859933,74.841272
575002,DAKSHINA KANNADA,KARNATAKA,12.866362,74.858172
575003,DAKSHINA KANNADA,KARNATAKA,12.879528,74.835729
575004,DAKSHINA KANNADA,KARNATAKA,12.886648,74.841299
575005,DAKSHINA KANNADA,KARNATAKA,12.883472,74.875722
575006,DAKSHINA KANNADA,KARNATAKA,12.902694,74.835639
575007,DAKSHINA KANNADA,KARNATAKA,12.863922,74.890261
575008,DAKSHINA KANNADA,KARNATAKA,12.899696,74.865561
575009,DAKSHINA KANNADA,KARNATAKA,12.853372,74.878526
575010,DAKSHINA KANNADA,KARNATAKA,12.946731,74.810015
575011,DAKSHINA KANNADA,KARNATAKA,12.962572,74.830668
